Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
23-00257773,Animal Protection - Coyote Complaints,Mobile Device,Closed,05/24/2023 10:07:57 AM,05/21/2023 09:18:50 AM,05/24/2023 10:07:57 AM,05/24/2023 10:07:57 AM,"2505 HARROWDEN DR, AUSTIN, TX 78727",2505,HARROWDEN,AUSTIN,78727,TRAVIS,3126865.49733592,10128249.99933530,30.42530439,-97.69874261,"(30.42530439, -97.69874261)",7,466J,ML35
23-00260061,Animal Protection - Coyote Complaints,Phone,Closed,05/24/2023 11:14:22 AM,05/22/2023 05:09:22 PM,05/24/2023 11:14:22 AM,05/24/2023 11:14:22 AM,"11212 READVILL LN, AUSTIN, TX 78739",11212,READVILL,AUSTIN,78739,TRAVIS,3067856.25211073,10039209.00071730,30.1842427,-97.89212321,"(30.1842427, -97.89212321)",8,671G,MB15
23-00261760,Animal Protection - Coyote Complaints,Phone,Closed,05/24/2023 11:44:37 AM,05/23/2023 03:59:35 PM,05/24/2023 11:44:37 AM,05/24/2023 11:44:37 AM,"1520 RUTHERFORD LN, AUSTIN, TX 78754",1520,RUTHERFORD,AUSTIN,78754,TRAVIS,3133220.45544567,10096590.76694790,30.33786335,-97.68097996,"(30.33786335, -97.68097996)",1,526Y,MM28
23-00262225,Animal Protection - Coyote Complaints,Phone,Closed,05/24/2023 10:47:05 AM,05/23/2023 09:49:44 PM,05/24/2023 10:47:05 AM,05/24/2023 10:47:05 AM,"1822 WESTLAKE DR, AUSTIN, TX 78746",1822,WESTLAKE,Austin,78746,TRAVIS,3098451.76217684,10083247.98084890,30.30341748,-97.79213253,"(30.30341748, -97.79213253)",,553V,MF25
23-00262557,Animal Protection - Coyote Complaints,Phone,Closed,05/25/2023 01:32:21 PM,05/24/2023 08:46:39 AM,05/25/2023 01:32:21 PM,05/25/2023 01:32:21 PM,"2908 SPARKLING BROOK LN, AUSTIN, TX 78746",2908,SPARKLING BROOK,AUSTIN,78746,TRAVIS,3099945.24995906,10087419.00082510,30.31478922,-97.78709866,"(30.31478922, -97.78709866)",,554J,MG26
23-00262817,Animal Protection - Coyote Complaints,Phone,Closed,05/26/2023 12:46:06 PM,05/24/2023 10:37:37 AM,05/26/2023 12:46:06 PM,05/26/2023 12:46:06 PM,"9725 S IH 35 SVRD NB, AUSTIN, TX 78744",9725,IH 35 SVRD,AUSTIN,78744,TRAVIS,3100823.34007539,10030738.19242910,30.15892617,-97.78842572,"(30.15892617, -97.78842572)",5,674W,MG13
23-00267399,Animal Protection - Coyote Complaints,Phone,Closed,05/30/2023 12:58:01 PM,05/26/2023 09:23:34 PM,05/30/2023 12:58:00 PM,05/30/2023 12:58:01 PM,"2508 FRIAR TUCK LN, AUSTIN, TX 78704",2508,FRIAR TUCK,AUSTIN,78704,TRAVIS,3112207.75136644,10058856.00035720,30.23549625,-97.75034855,"(30.23549625, -97.75034855)",3,614V,MH19
23-00268866,Animal Protection - Coyote Complaints,Phone,Closed,05/30/2023 12:55:03 PM,05/28/2023 01:27:46 PM,05/30/2023 12:55:03 PM,05/30/2023 12:55:03 PM,"MERRILLTOWN DR & W WELLS BRANCH PKWY, AUSTIN, TX",,MERRILLTOWN DR & W WELLS BRANCH PKWY,AUSTIN,78728,TRAVIS,3130928.93809598,10133303.90981100,30.4389315,-97.68547201,"(30.4389315, -97.68547201)",,436Y,MM37
23-00268884,Animal Protection - Coyote Complaints,Mobile Device,Closed,05/30/2023 12:55:03 PM,05/28/2023 01:53:36 PM,05/30/2023 12:55:02 PM,05/30/2023 12:55:03 PM,"10449 EMBER GLEN DR, AUSTIN, TX 78726",10449,EMBER GLEN,AUSTIN,78726,TRAVIS,3085608.25196272,10131459.99925230,30.43674814,-97.82938247,"(30.43674814, -97.82938247)",6,463A,ME36
23-00273162,Animal Protection - Coyote Complaints,Phone,Closed,06/04/2023 04:54:48 PM,05/31/2023 12:40:21 PM,06/04/2023 04:54:48 PM,06/04/2023 04:54:48 PM,"3808 ASPEN CREEK PKWY, AUSTIN, WA 78749",3808,ASPEN CREEK,AUSTIN,78749,TRAVIS,3079067.50061369,10038944.00010960,30.1828329,-97.85666802,"(30.1828329, -97.85666802)",8,672F,MC15
23-00273717,Animal Protection - Coyote Complaints,Mobile Device,Closed,06/02/2023 11:24:21 AM,05/31/2023 04:35:09 PM,06/02/2023 11:24:21 AM,06/02/2023 11:24:21 AM,"3805 LEADVILLE DR, AUSTIN, TX 78749",3805,LEADVILLE,AUSTIN,78749,TRAVIS,3078801.00238769,10038456.00198840,30.18150775,-97.85754561,"(30.18150775, -97.85754561)",8,672F,MC15
23-00274101,Animal Protection - Coyote Complaints,Phone,Closed,06/02/2023 12:12:41 PM,05/31/2023 09:12:49 PM,06/02/2023 12:12:40 PM,06/02/2023 12:12:41 PM,"WOLFTRAP DR & SAWMILL DR, AUSTIN, TX",,WOLFTRAP DR & SAWMILL DR,AUSTIN,78749,TRAVIS,3079023.00136664,10039244.00204190,30.18366029,-97.85678768,"(30.18366029, -97.85678768)",8,672F,MC15
23-00274785,Animal Protection - Coyote Complaints,Phone,Closed,06/02/2023 11:12:14 AM,06/01/2023 11:09:22 AM,06/02/2023 11:12:14 AM,06/02/2023 11:12:14 AM,"BRODIE LN & W SLAUGHTER LN, AUSTIN, TX",,BRODIE LN & W SLAUGHTER LN,austin,78748,TRAVIS,3081231.51284544,10039252.87255490,30.18354931,-97.84979908,"(30.18354931, -97.84979908)",5,672G,MD15
23-00275536,Animal Protection - Coyote Complaints,Phone,Closed,06/05/2023 02:35:55 PM,06/01/2023 04:26:37 PM,06/05/2023 02:35:55 PM,06/05/2023 02:35:55 PM,"5804 SHOAL CREEK BLVD, AUSTIN, TX 78757",5804,SHOAL CREEK,AUSTIN,78757,TRAVIS,3111961.25090752,10095596.99789460,30.33650754,-97.74842568,"(30.33650754, -97.74842568)",7,525W,MJ28
23-00276709,Animal Protection - Coyote Complaints,Phone,Closed,06/05/2023 07:41:40 AM,06/02/2023 11:43:09 AM,06/05/2023 07:41:40 AM,06/05/2023 07:41:40 AM,"12400 MEDITERRA PL, AUSTIN, TX 78732",12400,MEDITERRA,AUSTIN,78732,TRAVIS,3060839.42185721,10096233.99830210,30.34142229,-97.91039492,"(30.34142229, -97.91039492)",,521S,MA28
23-00277588,Animal Protection - Coyote Complaints,Phone,Closed,06/06/2023 12:12:44 PM,06/02/2023 07:42:23 PM,06/06/2023 12:12:44 PM,06/06/2023 12:12:44 PM,"9109 VILLA NORTE DR, AUSTIN, TX 78726",9109,VILLA NORTE,AUSTIN,78726,TRAVIS,3081238.95054287,10129466.81958010,30.4315387,-97.84338526,"(30.4315387, -97.84338526)",10,462H,MD36
23-00277737,Animal Protection - Coyote Complaints,Phone,Closed,06/07/2023 01:45:30 PM,06/02/2023 10:38:19 PM,06/07/2023 01:45:30 PM,06/07/2023 01:45:30 PM,"1500 FARO DR, AUSTIN, TX 78741",1500,FARO,AUSTIN,78741,TRAVIS,3123697.74743226,10058703.00173820,30.23433701,-97.71398588,"(30.23433701, -97.71398588)",3,615V,MK19
23-00278042,Animal Protection - Coyote Complaints,Phone,Closed,06/05/2023 12:43:59 PM,06/03/2023 10:16:22 AM,06/05/2023 12:43:59 PM,06/05/2023 12:43:59 PM,"1800 GOLDILOCKS LN, AUSTIN, TX 78652",1800,GOLDILOCKS,AUSTIN,78652,TRAVIS,3082866.34365256,10020080.82920130,30.13074727,-97.84598295,"(30.13074727, -97.84598295)",,702U,MD10
23-00280910,Animal Protection - Coyote Complaints,Phone,Closed,06/08/2023 11:55:47 AM,06/05/2023 01:01:59 PM,06/08/2023 11:55:47 AM,06/08/2023 11:55:47 AM,"901 S 2ND ST, AUSTIN, TX 78704",901,2ND,AUSTIN,78704,TRAVIS,3111196.06457157,10065960.39565550,30.25508968,-97.75302952,"(30.25508968, -97.75302952)",9,614H,MH21
23-00281256,Animal Protection - Coyote Complaints,Phone,Closed,06/13/2023 11:36:24 AM,06/05/2023 03:31:45 PM,06/13/2023 11:36:25 AM,06/13/2023 11:36:24 AM,"E 38TH HALF ST & WERNER AVE, AUSTIN, TX",,E 38TH HALF ST & WERNER AVE,AUSTIN,78722,TRAVIS,3122200.49770364,10080250.00020510,30.29366288,-97.71712119,"(30.29366288, -97.71712119)",9,585D,MK24
23-00281522,Animal Protection - Coyote Complaints,Mobile Device,Closed,06/06/2023 08:25:59 AM,06/05/2023 05:10:40 PM,06/06/2023 08:25:59 AM,06/06/2023 08:25:59 AM,"901 S 2ND ST, AUSTIN, TX 78704",901,2ND,AUSTIN,78704,TRAVIS,3111196.06457157,10065960.39565550,30.25508968,-97.75302952,"(30.25508968, -97.75302952)",9,614H,MH21
23-00281946,Animal Protection - Coyote Complaints,Phone,Closed,06/08/2023 09:06:32 AM,06/06/2023 12:10:26 AM,06/08/2023 09:06:32 AM,06/08/2023 09:06:32 AM,"6204 PALM CIR, AUSTIN, TX 78741",6204,PALM,AUSTIN,78741,TRAVIS,3128304.74879053,10058569.00247410,30.2336696,-97.69941168,"(30.2336696, -97.69941168)",3,616S,ML19
23-00282676,Animal Protection - Coyote Complaints,Phone,Closed,06/06/2023 01:25:17 PM,06/06/2023 12:03:09 PM,06/06/2023 01:25:17 PM,06/06/2023 01:25:17 PM,"14728 YORA DR, AUSTIN, TX 78728",14728,YORA,AUSTIN,78728,TRAVIS,3129110.24736128,10137251.99780830,30.44990303,-97.69094403,"(30.44990303, -97.69094403)",,436P,ML38
23-00282763,Animal Protection - Coyote Complaints,Phone,Closed,06/13/2023 08:44:13 AM,06/06/2023 12:34:31 PM,06/13/2023 08:44:13 AM,06/13/2023 08:44:13 AM,"1501 BARTON SPRINGS RD, AUSTIN, TX 78704",1501,BARTON SPRINGS,AUSTIN,78704,TRAVIS,3109137.25003240,10067951.00146400,30.26069269,-97.75940266,"(30.26069269, -97.75940266)",9,614D,MH21
23-00283870,Animal Protection - Coyote Complaints,Phone,Closed,06/07/2023 01:33:32 PM,06/07/2023 05:51:51 AM,06/07/2023 01:33:31 PM,06/07/2023 01:33:32 PM,"819 GUNTER ST, AUSTIN, TX 78702",819,GUNTER,AUSTIN,78702,TRAVIS,3127545.99845585,10068037.00179290,30.25974476,-97.70110427,"(30.25974476, -97.70110427)",3,616A,ML21
23-00284631,Animal Protection - Coyote Complaints,Phone,Closed,07/03/2023 08:48:10 AM,06/07/2023 12:35:23 PM,07/03/2023 08:48:10 AM,07/03/2023 08:48:10 AM,"10019 S IH 35 NB, AUSTIN, TX 78744",10019,IH 35,AUSTIN,78744,TRAVIS,3100096.32505104,10029259.17965870,30.1549063,-97.7908324,"(30.1549063, -97.7908324)",5,704A,MG12
23-00285824,Animal Protection - Coyote Complaints,Phone,Closed,06/08/2023 09:24:36 AM,06/08/2023 07:55:17 AM,06/08/2023 09:24:36 AM,06/08/2023 09:24:36 AM,"METRIC BLVD & DONLEY DR, AUSTIN, TX",,METRIC BLVD & DONLEY DR,AUSTIN,78758,TRAVIS,3123342.07950863,10114447.58814630,30.38759265,-97.71095098,"(30.38759265, -97.71095098)",4,495M,MK32
23-00286050,Animal Protection - Coyote Complaints,Phone,Closed,06/09/2023 02:10:46 PM,06/08/2023 09:43:34 AM,06/09/2023 02:10:46 PM,06/09/2023 02:10:46 PM,"4605 STRASS DR, AUSTIN, TX 78731",4605,STRASS,AUSTIN,78731,TRAVIS,3112917.75127283,10089837.99793570,30.32061573,-97.74581907,"(30.32061573, -97.74581907)",7,555E,MJ27
23-00286374,Animal Protection - Coyote Complaints,Phone,Closed,06/09/2023 02:28:47 PM,06/08/2023 11:42:30 AM,06/09/2023 02:28:47 PM,06/09/2023 02:28:47 PM,"4408 N IH 35 SVRD NB, AUSTIN, TX 78722",4408,IH 35 SVRD,AUSTIN,78722,TRAVIS,3122792.77339423,10083212.58057620,30.30176821,-97.71502416,"(30.30176821, -97.71502416)",9,555Z,MK25
23-00289903,Animal Protection - Coyote Complaints,Phone,Closed,06/12/2023 10:58:07 AM,06/10/2023 06:02:01 PM,06/12/2023 10:58:07 AM,06/12/2023 10:58:07 AM,"6301 AUGUSTA NATIONAL DR, AUSTIN, TX 78746",6301,AUGUSTA NATIONAL,AUSTIN,78746,TRAVIS,3083659.25203067,10076413.00118000,30.28554928,-97.83948112,"(30.28554928, -97.83948112)",8,582H,MD24
23-00290382,Animal Protection - Coyote Complaints,Phone,Closed,06/13/2023 10:54:09 AM,06/11/2023 10:01:26 AM,06/13/2023 10:54:09 AM,06/13/2023 10:54:09 AM,"EAST SIDE DR & E OLTORF ST, AUSTIN, TX",,EAST SIDE DR & E OLTORF ST,Austin,78704,TRAVIS,3112683.75061909,10059306.00020400,30.23670283,-97.74880856,"(30.23670283, -97.74880856)",3,615S,MJ19
23-00295560,Animal Protection - Coyote Complaints,Phone,Closed,06/16/2023 01:07:04 PM,06/14/2023 11:43:29 AM,06/16/2023 01:07:04 PM,06/16/2023 01:07:04 PM,"1900 SCOFIELD RIDGE PKWY 56, AUSTIN, TX 78727",1900,SCOFIELD RIDGE,AUSTIN,78727,TRAVIS,3131232.14974274,10129379.79936780,30.42812494,-97.68480656,"(30.42812494, -97.68480656)",7,466G,MM36
23-00295945,Animal Protection - Coyote Complaints,Phone,Closed,06/16/2023 01:19:17 PM,06/14/2023 02:43:28 PM,06/16/2023 01:19:16 PM,06/16/2023 01:19:17 PM,"1900 SCOFIELD RIDGE PKWY 54 5403, AUSTIN, TX 78727",1900,SCOFIELD RIDGE,AUSTIN,78727,TRAVIS,3131232.14974274,10129379.79936780,30.42812494,-97.68480656,"(30.42812494, -97.68480656)",7,466G,MM36
23-00299874,Animal Protection - Coyote Complaints,Phone,Closed,06/20/2023 12:37:01 PM,06/16/2023 08:20:39 PM,06/20/2023 12:37:01 PM,06/20/2023 12:37:01 PM,"9550 SAVANNAH RIDGE DR 24, AUSTIN, TX 78726",9550,SAVANNAH RIDGE,AUSTIN,78726,TRAVIS,3084280.04165927,10129813.79734490,30.432305,-97.83371347,"(30.432305, -97.83371347)",6,462D,MD36
23-00300047,Animal Protection - Coyote Complaints,Phone,Closed,06/20/2023 12:46:01 PM,06/16/2023 11:29:34 PM,06/20/2023 12:46:00 PM,06/20/2023 12:46:01 PM,"9218 BALCONES CLUB DR, AUSTIN, TX 78750",9218,BALCONES CLUB,AUSTIN,78750,WILLIAMSON,3098748.00074064,10134081.99879320,30.44313579,-97.78750786,"(30.44313579, -97.78750786)",6,434W,MG37
23-00301051,Animal Protection - Coyote Complaints,Phone,Closed,06/20/2023 12:15:46 PM,06/17/2023 06:24:00 PM,06/20/2023 12:15:46 PM,06/20/2023 12:15:46 PM,"4706 MARBLEHEAD DR, AUSTIN, TX 78727",4706,MARBLEHEAD,AUSTIN,78727,TRAVIS,3118355.74560387,10128189.95235600,30.4256906,-97.72573966,"(30.4256906, -97.72573966)",7,465L,MK35
23-00302362,Animal Protection - Coyote Complaints,Phone,Closed,06/20/2023 12:58:05 PM,06/19/2023 08:48:02 AM,06/20/2023 12:58:05 PM,06/20/2023 12:58:05 PM,"3003 DANCY ST, AUSTIN, TX 78722",3003,DANCY,AUSTIN,78722,TRAVIS,3120955.74786938,10077880.00151580,30.28722856,-97.72124041,"(30.28722856, -97.72124041)",9,585G,MK24
23-00303923,Animal Protection - Coyote Complaints,Phone,Closed,08/25/2023 02:40:53 PM,06/20/2023 08:28:53 AM,08/25/2023 02:40:53 PM,08/25/2023 02:40:53 PM,"1201 S CAPITAL OF TEXAS HWY NB, WEST LAKE HILLS, TX 78746",1201,CAPITAL OF TEXAS,WEST LAKE HILL,78746,TRAVIS,3089504.67637528,10075537.07160620,30.28277981,-97.82102882,"(30.28277981, -97.82102882)",,583K,ME23
23-00307388,Animal Protection - Coyote Complaints,Phone,Closed,06/22/2023 10:55:22 AM,06/21/2023 10:25:13 PM,06/22/2023 10:55:21 AM,06/22/2023 10:55:22 AM,"8300 N FM 620 RD, AUSTIN, TX 78726",8300,620,Austin,78726,TRAVIS,3080099.10734242,10125939.39167900,30.42191216,-97.84725123,"(30.42191216, -97.84725123)",10,462L,MD35
23-00308129,Animal Protection - Coyote Complaints,Phone,Closed,06/23/2023 11:42:30 AM,06/22/2023 11:10:05 AM,06/23/2023 11:42:30 AM,06/23/2023 11:42:30 AM,"11807 DOVE HAVEN DR, AUSTIN, TX 78753",11807,DOVE HAVEN,AUSTIN,78753,TRAVIS,3136493.10304473,10113436.10652780,30.38395314,-97.66933011,"(30.38395314, -97.66933011)",1,496R,MM32
23-00309988,Animal Protection - Coyote Complaints,Phone,Closed,06/26/2023 01:35:22 PM,06/23/2023 11:58:50 AM,06/26/2023 01:35:22 PM,06/26/2023 01:35:22 PM,"5709 TAYLOR DRAPER CV, AUSTIN, TX 78759",5709,TAYLOR DRAPER,AUSTIN,78759,TRAVIS,3109399.75192567,10123746.99924860,30.41405154,-97.75447475,"(30.41405154, -97.75447475)",10,464V,MH34
23-00310746,Animal Protection - Coyote Complaints,Phone,Closed,06/26/2023 01:38:40 PM,06/23/2023 05:47:38 PM,06/26/2023 01:38:40 PM,06/26/2023 01:38:40 PM,"NORTHRIDGE DR & BELFAST DR, AUSTIN, TX",,NORTHRIDGE DR & BELFAST DR,AUSTIN,78723,TRAVIS,3128511.49971435,10087590.99783620,30.31343236,-97.6965791,"(30.31343236, -97.6965791)",4,556P,ML26
23-00312264,Animal Protection - Coyote Complaints,Phone,Closed,07/03/2023 08:51:09 AM,06/25/2023 09:14:59 AM,07/03/2023 08:51:09 AM,07/03/2023 08:51:09 AM,"5109 VALBURN CT, AUSTIN, TX 78731",5109,VALBURN,AUSTIN,78731,TRAVIS,3104781.75192970,10110062.99772620,30.37672941,-97.77012149,"(30.37672941, -97.77012149)",10,494U,MH31
23-00316978,Animal Protection - Coyote Complaints,Phone,Closed,06/30/2023 10:41:47 AM,06/28/2023 07:38:16 AM,06/30/2023 10:41:47 AM,06/30/2023 10:41:47 AM,"7404 JOURNEYVILLE DR, AUSTIN, TX 78735",7404,JOURNEYVILLE,AUSTIN,78735,TRAVIS,3073461.54758400,10062654.23951770,30.24835206,-97.87274609,"(30.24835206, -97.87274609)",8,612J,MC20
23-00317387,Animal Protection - Coyote Complaints,Phone,Closed,06/30/2023 10:56:53 AM,06/28/2023 10:33:01 AM,06/30/2023 10:56:53 AM,06/30/2023 10:56:53 AM,"8707 TOWANA TRL, AUSTIN, TX 78736",8707,TOWANA,AUSTIN,78736,TRAVIS,3064320.75102700,10059556.00003810,30.24038784,-97.90190268,"(30.24038784, -97.90190268)",8,611P,MA20
23-00319773,Animal Protection - Coyote Complaints,Phone,Closed,06/30/2023 11:15:04 AM,06/29/2023 04:37:11 PM,06/30/2023 11:15:04 AM,06/30/2023 11:15:04 AM,"GETTYSBURG DR & AVOCET DR, AUSTIN, TX",,GETTYSBURG DR & AVOCET DR,AUSTIN,78745,TRAVIS,3087956.00133522,10043152.00077510,30.193853,-97.82824432,"(30.193853, -97.82824432)",5,643W,ME16
23-00319922,Animal Protection - Coyote Complaints,Phone,Closed,06/30/2023 10:35:43 AM,06/29/2023 05:49:24 PM,06/30/2023 10:35:42 AM,06/30/2023 10:35:43 AM,"627 KINGFISHER CREEK DR, AUSTIN, TX 78748",627,KINGFISHER CREEK,AUSTIN,78748,TRAVIS,3092202.85047331,10027759.99323000,30.15127882,-97.81590794,"(30.15127882, -97.81590794)",5,703B,ME12
23-00320072,Animal Protection - Coyote Complaints,Phone,Closed,06/30/2023 11:21:03 AM,06/29/2023 08:18:00 PM,06/30/2023 11:21:02 AM,06/30/2023 11:21:03 AM,"VALLEYRIDGE DR & CLAWSON RD, AUSTIN, TX",,VALLEYRIDGE DR & CLAWSON RD,AUSTIN,78704,TRAVIS,3103455.75090185,10059324.00162790,30.23733843,-97.77802125,"(30.23733843, -97.77802125)",5,614T,MG19
23-00323540,Animal Protection - Coyote Complaints,Phone,Closed,07/03/2023 11:10:14 AM,07/02/2023 06:12:02 PM,07/03/2023 11:10:14 AM,07/03/2023 11:10:14 AM,"RUTLAND DR & BURNET RD, AUSTIN, TX",,RUTLAND DR & BURNET RD,AUSTIN,78758,TRAVIS,3119238.24736117,10112834.99738780,30.3834252,-97.72408302,"(30.3834252, -97.72408302)",7,495Q,MK32
23-00324124,Animal Protection - Coyote Complaints,Phone,Closed,07/03/2023 11:07:15 AM,07/03/2023 09:51:26 AM,07/03/2023 11:07:15 AM,07/03/2023 11:07:15 AM,"11160 JOLLYVILLE RD 1203, AUSTIN, TX 78759",11160,JOLLYVILLE,AUSTIN,78759,TRAVIS,3111404.76224573,10121883.01733670,30.40879976,-97.74825306,"(30.40879976, -97.74825306)",10,465S,MJ34
23-00327356,Animal Protection - Coyote Complaints,Phone,Closed,07/06/2023 11:46:22 AM,07/05/2023 07:49:15 AM,07/06/2023 11:46:22 AM,07/06/2023 11:46:22 AM,"5817 HIGHLAND PASS, AUSTIN, TX 78731",5817,HIGHLAND,AUSTIN,78731,TRAVIS,3107822.50219032,10098022.99999410,30.34344003,-97.76136385,"(30.34344003, -97.76136385)",10,524U,MH28
23-00329224,Animal Protection - Coyote Complaints,Phone,Closed,07/06/2023 11:49:33 AM,07/06/2023 07:34:47 AM,07/06/2023 11:49:33 AM,07/06/2023 11:49:33 AM,"MENCHACA RD & W SLAUGHTER LN, AUSTIN, TX",,MENCHACA RD & W SLAUGHTER LN,AUSTIN,78748,TRAVIS,3089544.12883794,10035866.12259810,30.17372663,-97.82373903,"(30.17372663, -97.82373903)",5,673N,ME14
23-00329498,Animal Protection - Coyote Complaints,Phone,Closed,07/07/2023 01:19:00 PM,07/06/2023 09:48:05 AM,07/07/2023 01:19:00 PM,07/07/2023 01:19:00 PM,"LANSING DR & BRIGHTON RD, AUSTIN, TX",,LANSING DR & BRIGHTON RD,AUSTIN,78745,TRAVIS,3100573.75124657,10052284.00138960,30.21816813,-97.78765528,"(30.21816813, -97.78765528)",5,644E,MG18
23-00331208,Animal Protection - Coyote Complaints,Phone,Closed,07/07/2023 10:11:42 AM,07/07/2023 09:25:27 AM,07/07/2023 10:11:42 AM,07/07/2023 10:11:42 AM,"4705 HILWIN CIR, AUSTIN, TX 78756",4705,HILWIN,AUSTIN,78756,TRAVIS,3113197.00072569,10089818.99858080,30.32054564,-97.74493566,"(30.32054564, -97.74493566)",7,555E,MJ27
23-00331502,Animal Protection - Coyote Complaints,Phone,Closed,07/10/2023 11:43:31 AM,07/07/2023 11:25:42 AM,07/10/2023 11:43:31 AM,07/10/2023 11:43:31 AM,"2609 GREAT OAKS PKWY, AUSTIN, TX 78756",2609,GREAT OAKS,AUSTIN,78756,TRAVIS,3111907.50036649,10089674.99909120,30.32023223,-97.74903208,"(30.32023223, -97.74903208)",7,555J,MJ26
23-00332694,Animal Protection - Coyote Complaints,Phone,Closed,07/10/2023 11:34:36 AM,07/08/2023 09:43:47 AM,07/10/2023 11:34:36 AM,07/10/2023 11:34:36 AM,"1101 MUSIC LN, AUSTIN, TX 78704",1101,MUSIC,AUSTIN,78704,TRAVIS,3112863.75918046,10065106.70490850,30.25263656,-97.7478118,"(30.25263656, -97.7478118)",9,615E,MJ21
23-00332803,Animal Protection - Coyote Complaints,Phone,Closed,07/10/2023 02:14:45 PM,07/08/2023 10:53:05 AM,07/10/2023 02:14:45 PM,07/10/2023 02:14:45 PM,"12326 DOUBLE TREE LN, AUSTIN, TX 78750",12326,DOUBLE TREE,AUSTIN,78750,WILLIAMSON,3093854.75030844,10139597.99810380,30.45860567,-97.80263398,"(30.45860567, -97.80263398)",6,433L,MF38
23-00332874,Animal Protection - Coyote Complaints,Phone,Closed,07/10/2023 11:55:35 AM,07/08/2023 12:05:01 PM,07/10/2023 11:55:35 AM,07/10/2023 11:55:35 AM,"E 10TH ST & W 10TH ST, AUSTIN, TX",,E 10TH ST & W 10TH ST,AUSTIN,78701,TRAVIS,3114710.50149478,10072122.00070200,30.27180236,-97.74144682,"(30.27180236, -97.74144682)",9,585S,MJ22
23-00336235,Animal Protection - Coyote Complaints,Phone,Closed,07/13/2023 10:51:56 AM,07/11/2023 08:30:02 AM,07/13/2023 10:51:56 AM,07/13/2023 10:51:56 AM,"2709 CARNARVON LN, AUSTIN, TX 78704",2709,CARNARVON,AUSTIN,78704,TRAVIS,3111104.75011321,10058139.00082980,30.23359569,-97.75389302,"(30.23359569, -97.75389302)",3,614V,MH19
23-00345163,Animal Protection - Coyote Complaints,Phone,Closed,07/19/2023 11:41:22 AM,07/17/2023 11:38:09 AM,07/19/2023 11:41:22 AM,07/19/2023 11:41:22 AM,"1006 AVONDALE RD, AUSTIN, TX 78704",1006,AVONDALE,AUSTIN,78704,TRAVIS,3115718.50148949,10063448.00137730,30.24789431,-97.73889535,"(30.24789431, -97.73889535)",9,615K,MJ20
23-00345323,Animal Protection - Coyote Complaints,Phone,Closed,07/17/2023 04:21:36 PM,07/17/2023 12:55:41 PM,07/17/2023 04:21:36 PM,07/17/2023 04:21:36 PM,"TEAKWOOD DR & EXMOOR DR, AUSTIN, TX",,TEAKWOOD DR & EXMOOR DR,AUSTIN,78757,TRAVIS,3118069.24734975,10104215.99772740,30.35980819,-97.72842947,"(30.35980819, -97.72842947)",4,525G,MK30
23-00346068,Animal Protection - Coyote Complaints,Phone,Closed,07/19/2023 10:19:45 AM,07/17/2023 07:43:13 PM,07/19/2023 10:19:45 AM,07/19/2023 10:19:45 AM,"TRAVIS HEIGHTS BLVD & AVONDALE RD, AUSTIN, TX",,TRAVIS HEIGHTS BLVD & AVONDALE RD,AUSTIN,78704,TRAVIS,3115485.75149388,10063397.00209130,30.24776904,-97.73963603,"(30.24776904, -97.73963603)",9,615K,MJ20
23-00346107,Animal Protection - Coyote Complaints,Phone,Closed,07/18/2023 09:17:20 AM,07/17/2023 08:29:34 PM,07/18/2023 09:17:20 AM,07/18/2023 09:17:20 AM,"700 E LIVE OAK ST, AUSTIN, TX 78704",700,LIVE OAK,AUSTIN,78704,TRAVIS,3113243.53404851,10060598.10343010,30.24021884,-97.74694129,"(30.24021884, -97.74694129)",9,615N,MJ20
23-00348184,Animal Protection - Coyote Complaints,Phone,Closed,07/19/2023 10:10:48 AM,07/19/2023 08:27:27 AM,07/19/2023 10:10:48 AM,07/19/2023 10:10:48 AM,"LONG BOW LN & LITTLE JOHN LN, AUSTIN, TX",,LONG BOW LN & LITTLE JOHN LN,AUSTIN,78704,TRAVIS,3112650.75083910,10058224.00141370,30.23373069,-97.74899262,"(30.23373069, -97.74899262)",3,615S,MJ19
23-00348338,Animal Protection - Coyote Complaints,Phone,Closed,07/19/2023 12:20:39 PM,07/19/2023 09:30:51 AM,07/19/2023 12:20:39 PM,07/19/2023 12:20:39 PM,"5701 S MOPAC EXPY SVRD NB, AUSTIN, TX 78749",5701,MOPAC EXPY,AUSTIN,78749,TRAVIS,3087571.04919295,10055643.04301460,30.22821322,-97.82857231,"(30.22821322, -97.82857231)",8,613W,ME19
23-00350173,Animal Protection - Coyote Complaints,Phone,Closed,07/20/2023 01:32:10 PM,07/20/2023 11:44:48 AM,07/20/2023 01:32:10 PM,07/20/2023 01:32:10 PM,"12704 TIMBERSIDE DR, AUSTIN, TX 78727",12704,TIMBERSIDE,AUSTIN,78727,TRAVIS,3124144.20140681,10128355.16005330,30.42577037,-97.70736654,"(30.42577037, -97.70736654)",7,466J,ML35
